CO_MODALIDADE,NT_GER,QE_I08,NO_REGIAO_IES
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.7,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.8,D,Sul
0,75.9,D,Sul
0,75.9,D,Sul
0,75.9,D,Sul
0,75.9,D,Sul
0,75.9,D,Sul
0,75.9,D,Sul
0,75.9,D,Sul
0,75.9,D,Sul
0,75.9,D,Sul
0,75.9,D,Sul
0,75.9,D,Sul
0,75.9,D,Sul
0,75.9,D,Sul
0,75.9,D,Sul
0,75.9,D,Sul
1,81.5,D,Sudeste
1,81.5,D,Sudeste
1,81.5,D,Sudeste
1,81.5,D,Sudeste
